"id","name_sport","location_sport","dcode","stdcode","type_sport","area_sm","data_perf","ownership","chairman","detail","num_users","sum_month","sum_year","remark","adddate","updatedate"
"82","ลานกีฬากลางคลองเตย (ศูนย์เยาวชนคลองเตย)","ถ. อาจณรงค์","1033","a","3","2167.31","","","","ฟุตบอล บาสเกตบอล วิ่ง วอลเล่ย์บอลตะกร้อ ว่ายน้ำ แบดมินตัน เทเบิลเทนนิส สนามเด็กเล่น","4500","6","2563","","2020-09-23","2020-09-23"
"81","ชุมชนหมู่บ้านพัฒนา 70 ไร่ (ลาน 1)","ถ.ดำรงสิทธิพัฒนา","1033","a","2","2500","","","นายวัณรบ  หิริกุล","ฟุตบอล บาสเกตบอล ตะกร้อ แบดมินตัน แอโรบิค สนามเด็กเล่น","1860","5","2563","","2020-09-23","2020-09-23"
"80","ร่มเกล้า (ลาน 2)","ใต้ทางด่วนชุมชนร่มเกล้า ถ.อาจณรงค์","1033","c","2","62.5","","","นายจือเดี้ยง  แช่เอ้ย","ฟุตบอล บาสเกดบอล","620","5","2563","","2020-09-23","2020-09-23"
"79","ร่มเกล้า (ลาน 1)","ใต้ทางด่วนชุมชนร่มเกล้า ถ.อาจณรงค์","1033","b","3","400","","","นายจือเดี้ยง  แช่เอ้ย","ฟุตบอล บาสเกดบอล","930","5","2563","","2020-09-23","2020-09-23"
"78","พัฒนาชุมชนใหม่ (แฟลต 19-22)","ถ.บำรุงสิทธิพิพัฒน์","1033","b","2","266.5","","","นายสมพิศ  ผอบเพ็ชร","ฟุตบอล บาสเกตบอล ตะกร้อ","2170","5","2563","","2020-09-23","2020-09-23"
"77","แฟลต 11-18 (ลาน 2)","แฟลต 16 ถ. อาจณรงค์","1033","c","2","122.5","","","นายอุดม  เป็นสุยข","ฟุตบอล บาสเกตบอล","2170","5","2563","","2020-09-23","2020-09-23"
"76","แฟลต 11-18 (ลาน 1)","แฟลต 16 ถ. อาจณรงค์","1033","c","2","150","","","นายอุดม  เป็นสุยข","ตะกร้อ ตะกร้อลอดห่วง","1550","5","2563","","2020-09-23","2020-09-23"
"75","ริมทางรถไฟสายท่าเรือ (ลาน 1)","หน้าที่ทำการเยาวชนชุมชนริมทางรถไฟสายท่าเรือ","1033","c","2","50","","","นายแสวง  เฉิดพูล","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","1860","5","2563","","2020-09-23","2020-09-23"
"74","โรงเรียนวัดคลองเตยใน","ถ. ณ ระนอง","1033","c","1","187.5","","","","ฟุตบอล บาสเกตบอล วอลเล่ย์บอล แบดมินตัน วิ่ง แอโรบิค","2170","5","2563","","2020-09-23","2020-09-23"
"73","ริมคลองสามัคคี","ชุมชนริมคลองสามัคคีธรรม ถ.ริมทาง รถไฟสายปากน้ำเก่า","1033","c","2","63","","","นายอุดม  เป็นสุข","ฟุตบอล บาสเกตบอล ตะกร้อ แบดมินตัน สนามเด็กเล่น","930","5","2563","","2020-09-23","2020-09-23"
"72","โรงเรียนชุมชนหมู่บ้านพัฒนา","ถ. อาจณรงค์","1033","a","1","800","","","ผ.อ.วิเชียร  รัตนเสถียร","ฟุตบอล ตะกร้อ เปตอง วอลเล่ย์บอล แบดมินตัน","2170","5","2563","","2020-09-23","2020-09-23"
"71","ล็อค 4-5-6 (ลาน 2)","ถ. อาจณรงค์","1033","c","2","139.5","","","นายณรงค์  เกียรติพัฒนากุล","ฟุตบอล แอโรบิค ตะกร้อ","2170","5","2563","","2020-09-23","2020-09-23"
"70","ล็อค 4-5-6 (ลาน 1)","ถ. อาจณรงค์","1033","c","2","137.5","","","นายณรงค์  เกียรติพัฒนากุล","ฟุตบอล แอโรบิค ตะกร้อ","1240","5","2563","","2020-09-23","2020-09-23"
"69","น้องใหม่","ใต้ทางด่วนหน้าชุมชนน้องใหม่ ถ.อาจณรงค์","1033","c","3","25.13","","","","ฟุตบอล บาสเกตบอล","930","5","2563","","2020-09-23","2020-09-23"
"68","โรงเรียนศูนย์รวมน้ำใจ","ถ. อาจณรงค์","1033","c","1","187.5","","","ผ.อ.อุเทน  ธานนท์","บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน","2170","5","2563","","2020-09-23","2020-09-23"
"67","แฟลต 1-10 (ลาน 5)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","120","","","นายไพทรูย  เปรมประชา","เปตอง สนามเด็กเล่น","930","5","2563","","2020-09-23","2020-09-23"
"66","แฟลต 1-10 (ลาน 4)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","143","","","นายไพทรูย  เปรมประชา","ฟุตบอล บาสเกตบอล","930","5","2563","","2020-09-23","2020-09-23"
"65","แฟลต 1-10 (ลาน 3)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","130","","","นายไพทรูย  เปรมประชา","ฟุตบอล แบดมินตัน","930","5","2563","","2020-09-23","2020-09-23"
"64","แฟลต 1-10 (ลาน 2)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","25","","","นายไพทรูย  เปรมประชา","แบดมินตัน วิ่ง","620","5","2563","","2020-09-23","2020-09-23"
"63","แฟลต 1-10 (ลาน 1)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","a","2","450","","","นายไพทรูย  เปรมประชา","ฟุตบอล ตะกร้อ","1240","5","2563","","2020-09-23","2020-09-23"
"62","พัฒนาใหม่ (ลาน 3)","ถ.สุนทรโกษา","1033","a","2","1600","","","","ฟุตบอล บาสเกตบอล ตะกร้อ","1240","5","2563","","2020-09-23","2020-09-23"
"61","โรงเรียนสามัคคีสงเคราะห์","ชุมชนโรงหมู ถ. อาจณรงค์","1033","c","1","21","","","บาทหลวงชัชวาล  ศุภลักษณ์","บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน","1550","5","2563","","2020-09-23","2020-09-23"
"60","ริมคลองพระโขนง","ริมทางรถไฟปากน้ำเก่า","1033","b","2","340.75","","","นายเสรี  ขวัญเมือง","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","2170","5","2563","","2020-09-23","2020-09-23"
"59","โรงเรียนวัดสะพาน","ถ.ริมทางรถไฟสายปากน้ำ","1033","c","1","150","","","ผ.อ.บุญมี  สกุลแก้ว","ฟุตบอล วอลเล่ย์บอล แบดมินตัน","2170","5","2563","","2020-09-23","2020-09-23"
"58","โรงหมู (ลาน 2)","ตรอกโรงหมู ถ.อาจณรงค์","1033","b","2","367","จัดตั้ง 20 ธ.ค.43","","นายแสวง  เฉิดพูล","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","1860","5","2563","","2020-09-23","2020-09-23"
"57","โรงหมู (ลาน 1)","ตรอกโรงหมู ถ.อาจณรงค์","1033","a","2","1000","","","นายสุภาพ  วงษ์สวัสดิ์","ฟุตบอล ตะกร้อ วอลเล่ย์บอล","1240","5","2563","","2020-09-23","2020-09-23"
"56","วัดคลองเตยใน 3","ชุมชนวัดคลองเตยใน 3 ถ. ณ ระนอง","1033","a","2","630","จัดตั้ง 20 ธ.ค.43","","นายมนูย  ชูศิริรักษ์","ฟุตบอล บาสเกตบอล วิ่ง ตะกร้อ  แบดมินตัน แอโรบิค วอลเล่ย์บอล สนามเด็กเล่น","2480","5","2563","","2020-09-23","2020-09-23"
"55","ลานกีฬากลางคลองเตย (ศูนย์เยาวชนคลองเตย)","ถ. อาจณรงค์","1033","a","3","2167.31","","","","ฟุตบอล บาสเกตบอล วิ่ง วอลเล่ย์บอลตะกร้อ ว่ายน้ำ แบดมินตัน เทเบิลเทนนิส สนามเด็กเล่น","4650","5","2563","","2020-09-23","2020-09-23"
"54","ชุมชนหมู่บ้านพัฒนา 70 ไร่ (ลาน 1)","ถ.ดำรงสิทธิพัฒนา","1033","a","2","2500","","","นายวัณรบ  หิริกุล","ฟุตบอล บาสเกตบอล ตะกร้อ แบดมินตัน แอโรบิค สนามเด็กเล่น","1800","4","2563","","2020-09-23","2020-09-23"
"53","ร่มเกล้า (ลาน 2)","ใต้ทางด่วนชุมชนร่มเกล้า ถ.อาจณรงค์","1033","c","2","62.5","","","นายจือเดี้ยง  แช่เอ้ย","ฟุตบอล บาสเกดบอล","600","4","2563","","2020-09-23","2020-09-23"
"52","ร่มเกล้า (ลาน 1)","ใต้ทางด่วนชุมชนร่มเกล้า ถ.อาจณรงค์","1033","b","3","400","","","นายจือเดี้ยง  แช่เอ้ย","ฟุตบอล บาสเกดบอล","900","4","2563","","2020-09-23","2020-09-23"
"51","พัฒนาชุมชนใหม่ (แฟลต 19-22)","ถ.บำรุงสิทธิพิพัฒน์","1033","b","2","266.5","","","นายสมพิศ  ผอบเพ็ชร","ฟุตบอล บาสเกตบอล ตะกร้อ","2100","4","2563","","2020-09-23","2020-09-23"
"50","แฟลต 11-18 (ลาน 2)","แฟลต 16 ถ. อาจณรงค์","1033","c","2","122.5","","","นายอุดม  เป็นสุยข","ฟุตบอล บาสเกตบอล","2100","4","2563","","2020-09-23","2020-09-23"
"49","แฟลต 11-18 (ลาน 1)","แฟลต 16 ถ. อาจณรงค์","1033","c","2","150","","","นายอุดม  เป็นสุยข","ตะกร้อ ตะกร้อลอดห่วง","1500","4","2563","","2020-09-23","2020-09-23"
"48","ริมทางรถไฟสายท่าเรือ (ลาน 1)","หน้าที่ทำการเยาวชนชุมชนริมทางรถไฟสายท่าเรือ","1033","c","2","50","","","นายแสวง  เฉิดพูล","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","1800","4","2563","","2020-09-23","2020-09-23"
"47","โรงเรียนวัดคลองเตยใน","ถ. ณ ระนอง","1033","c","1","187.5","","","","ฟุตบอล บาสเกตบอล วอลเล่ย์บอล แบดมินตัน วิ่ง แอโรบิค","2100","4","2563","","2020-09-23","2020-09-23"
"46","ริมคลองสามัคคี","ชุมชนริมคลองสามัคคีธรรม ถ.ริมทาง รถไฟสายปากน้ำเก่า","1033","c","2","63","","","นายอุดม  เป็นสุข","ฟุตบอล บาสเกตบอล ตะกร้อ แบดมินตัน สนามเด็กเล่น","900","4","2563","","2020-09-23","2020-09-23"
"45","โรงเรียนชุมชนหมู่บ้านพัฒนา","ถ. อาจณรงค์","1033","a","1","800","","","ผ.อ.วิเชียร  รัตนเสถียร","ฟุตบอล ตะกร้อ เปตอง วอลเล่ย์บอล แบดมินตัน","2100","4","2563","","2020-09-23","2020-09-23"
"44","ล็อค 4-5-6 (ลาน 2)","ถ. อาจณรงค์","1033","c","2","139.5","","","นายณรงค์  เกียรติพัฒนากุล","ฟุตบอล แอโรบิค ตะกร้อ","2100","4","2563","","2020-09-23","2020-09-23"
"43","ล็อค 4-5-6 (ลาน 1)","ถ. อาจณรงค์","1033","c","2","137.5","","","นายณรงค์  เกียรติพัฒนากุล","ฟุตบอล แอโรบิค ตะกร้อ","1200","4","2563","","2020-09-23","2020-09-23"
"42","น้องใหม่","ใต้ทางด่วนหน้าชุมชนน้องใหม่ ถ.อาจณรงค์","1033","c","3","25.13","","","","ฟุตบอล บาสเกตบอล","900","4","2563","","2020-09-23","2020-09-23"
"41","โรงเรียนศูนย์รวมน้ำใจ","ถ. อาจณรงค์","1033","c","1","187.5","","","ผ.อ.อุเทน  ธานนท์","บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน","2100","4","2563","","2020-09-23","2020-09-23"
"40","แฟลต 1-10 (ลาน 5)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","120","","","นายไพทรูย  เปรมประชา","เปตอง สนามเด็กเล่น","900","4","2563","","2020-09-23","2020-09-23"
"39","แฟลต 1-10 (ลาน 4)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","143","","","นายไพทรูย  เปรมประชา","ฟุตบอล บาสเกตบอล","900","4","2563","","2020-09-23","2020-09-23"
"38","แฟลต 1-10 (ลาน 3)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","130","","","นายไพทรูย  เปรมประชา","ฟุตบอล แบดมินตัน","900","4","2563","","2020-09-23","2020-09-23"
"37","แฟลต 1-10 (ลาน 2)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","25","","","นายไพทรูย  เปรมประชา","แบดมินตัน วิ่ง","600","4","2563","","2020-09-23","2020-09-23"
"36","แฟลต 1-10 (ลาน 1)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","a","2","450","","","นายไพทรูย  เปรมประชา","ฟุตบอล ตะกร้อ","1200","4","2563","","2020-09-23","2020-09-23"
"35","พัฒนาใหม่ (ลาน 3)","ถ.สุนทรโกษา","1033","a","2","1600","","","","ฟุตบอล บาสเกตบอล ตะกร้อ","1200","4","2563","","2020-09-23","2020-09-23"
"34","โรงเรียนสามัคคีสงเคราะห์","ชุมชนโรงหมู ถ. อาจณรงค์","1033","c","1","21","","","บาทหลวงชัชวาล  ศุภลักษณ์","บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน","1500","4","2563","","2020-09-23","2020-09-23"
"33","ริมคลองพระโขนง","ริมทางรถไฟปากน้ำเก่า","1033","b","2","340.75","","","นายเสรี  ขวัญเมือง","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","2100","4","2563","","2020-09-23","2020-09-23"
"32","โรงเรียนวัดสะพาน","ถ.ริมทางรถไฟสายปากน้ำ","1033","c","1","150","","","ผ.อ.บุญมี  สกุลแก้ว","ฟุตบอล วอลเล่ย์บอล แบดมินตัน","2100","4","2563","","2020-09-23","2020-09-23"
"31","โรงหมู (ลาน 2)","ตรอกโรงหมู ถ.อาจณรงค์","1033","b","2","367","จัดตั้ง 20 ธ.ค.43","","นายแสวง  เฉิดพูล","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","1800","4","2563","","2020-09-23","2020-09-23"
"30","โรงหมู (ลาน 1)","ตรอกโรงหมู ถ.อาจณรงค์","1033","a","2","1000","","","นายสุภาพ  วงษ์สวัสดิ์","ฟุตบอล ตะกร้อ วอลเล่ย์บอล","1200","4","2563","","2020-09-23","2020-09-23"
"29","วัดคลองเตยใน 3","ชุมชนวัดคลองเตยใน 3 ถ. ณ ระนอง","1033","a","2","630","จัดตั้ง 20 ธ.ค.43","","นายมนูย  ชูศิริรักษ์","ฟุตบอล บาสเกตบอล วิ่ง ตะกร้อ  แบดมินตัน แอโรบิค วอลเล่ย์บอล สนามเด็กเล่น","2400","4","2563","","2020-09-23","2020-09-23"
"28","ลานกีฬากลางคลองเตย (ศูนย์เยาวชนคลองเตย)","ถ. อาจณรงค์","1033","a","3","2167.31","","","","ฟุตบอล บาสเกตบอล วิ่ง วอลเล่ย์บอลตะกร้อ ว่ายน้ำ แบดมินตัน เทเบิลเทนนิส สนามเด็กเล่น","4500","4","2563","","2020-09-23","2020-09-23"
"27","โรงหมู (ลาน 2)","ตรอกโรงหมู ถ.อาจณรงค์","1033","b","2","367","จัดตั้ง 20 ธ.ค.43","","นายแสวง  เฉิดพูล","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","60","03","2563","","2020-05-27","2020-05-27"
"26","ชุมชนหมู่บ้านพัฒนา 70 ไร่ (ลาน 1)","ถ.ดำรงสิทธิพัฒนา","1033","a","2","2500","","","นายวัณรบ  หิริกุล","ฟุตบอล บาสเกตบอล ตะกร้อ แบดมินตัน แอโรบิค สนามเด็กเล่น","60","03","2563","","2020-05-27","2020-05-27"
"25","ร่มเกล้า (ลาน 2)","ใต้ทางด่วนชุมชนร่มเกล้า ถ.อาจณรงค์","1033","c","2","62.5","","","นายจือเดี้ยง  แช่เอ้ย","ฟุตบอล บาสเกดบอล","20","03","2563","","2020-05-27","2020-05-27"
"24","ร่มเกล้า (ลาน 1)","ใต้ทางด่วนชุมชนร่มเกล้า ถ.อาจณรงค์","1033","b","3","400","","","นายจือเดี้ยง  แช่เอ้ย","ฟุตบอล บาสเกดบอล","30","03","2563","","2020-05-27","2020-05-27"
"23","พัฒนาชุมชนใหม่ (แฟลต 19-22)","ถ.บำรุงสิทธิพิพัฒน์","1033","b","2","266.5","","","นายสมพิศ  ผอบเพ็ชร","ฟุตบอล บาสเกตบอล ตะกร้อ","70","03","2563","","2020-05-27","2020-05-27"
"22","แฟลต 11-18 (ลาน 2)","แฟลต 16 ถ. อาจณรงค์","1033","c","2","122.5","","","นายอุดม  เป็นสุยข","ฟุตบอล บาสเกตบอล","70","03","2563","","2020-05-27","2020-05-27"
"21","แฟลต 11-18 (ลาน 1)","แฟลต 16 ถ. อาจณรงค์","1033","c","2","150","","","นายอุดม  เป็นสุยข","ตะกร้อ ตะกร้อลอดห่วง","50","03","2563","","2020-05-27","2020-05-27"
"20","ริมทางรถไฟสายท่าเรือ (ลาน 1)","หน้าที่ทำการเยาวชนชุมชนริมทางรถไฟสายท่าเรือ","1033","c","2","50","","","นายแสวง  เฉิดพูล","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","60","03","2563","","2020-05-27","2020-05-27"
"19","โรงเรียนวัดคลองเตยใน","ถ. ณ ระนอง","1033","c","1","187.5","","","","ฟุตบอล บาสเกตบอล วอลเล่ย์บอล แบดมินตัน วิ่ง แอโรบิค","70","03","2563","","2020-05-27","2020-05-27"
"18","ริมคลองสามัคคี","ชุมชนริมคลองสามัคคีธรรม ถ.ริมทาง รถไฟสายปากน้ำเก่า","1033","c","2","63","","","นายอุดม  เป็นสุข","ฟุตบอล บาสเกตบอล ตะกร้อ แบดมินตัน สนามเด็กเล่น","30","03","2563","","2020-05-27","2020-05-27"
"17","โรงเรียนชุมชนหมู่บ้านพัฒนา","ถ. อาจณรงค์","1033","a","1","800","","","ผ.อ.วิเชียร  รัตนเสถียร","ฟุตบอล ตะกร้อ เปตอง วอลเล่ย์บอล แบดมินตัน","70","03","2563","","2020-05-27","2020-05-27"
"16","ล็อค 4-5-6 (ลาน 2)","ถ. อาจณรงค์","1033","c","2","139.5","","","นายณรงค์  เกียรติพัฒนากุล","ฟุตบอล แอโรบิค ตะกร้อ","70","03","2563","","2020-05-27","2020-05-27"
"15","ล็อค 4-5-6 (ลาน 1)","ถ. อาจณรงค์","1033","c","2","137.5","","","นายณรงค์  เกียรติพัฒนากุล","ฟุตบอล แอโรบิค ตะกร้อ","40","03","2563","","2020-05-27","2020-05-27"
"14","น้องใหม่","ใต้ทางด่วนหน้าชุมชนน้องใหม่ ถ.อาจณรงค์","1033","c","3","25.13","","","","ฟุตบอล บาสเกตบอล","30","03","2563","","2020-05-27","2020-05-27"
"13","โรงเรียนศูนย์รวมน้ำใจ","ถ. อาจณรงค์","1033","c","1","187.5","","","ผ.อ.อุเทน  ธานนท์","บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน","70","03","2563","","2020-05-27","2020-05-27"
"12","แฟลต 1-10 (ลาน 5)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","120","","","นายไพทรูย  เปรมประชา","เปตอง สนามเด็กเล่น","30","03","2563","","2020-05-27","2021-04-29"
"11","แฟลต 1-10 (ลาน 4)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","143","","","นายไพทรูย  เปรมประชา","ฟุตบอล บาสเกตบอล","30","03","2563","","2020-05-27","2021-04-29"
"10","แฟลต 1-10 (ลาน 3)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","130","","","นายไพทรูย  เปรมประชา","ฟุตบอล แบดมินตัน","30","03","2563","","2020-05-27","2021-04-29"
"9","แฟลต 1-10 (ลาน 2)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","c","2","25","","","นายไพทรูย  เปรมประชา","แบดมินตัน วิ่ง","20","03","2563","","2020-05-27","2021-04-29"
"8","แฟลต 1-10 (ลาน 1)","ชุมชนแฟลต 1-10 ถ.อาจณรงค์","1033","a","2","450","","","นายไพทรูย  เปรมประชา","ฟุตบอล ตะกร้อ","40","03","2563","","2020-05-27","2021-04-29"
"7","พัฒนาใหม่ (ลาน 3)","ถ.สุนทรโกษา","1033","a","2","1600","","","","ฟุตบอล บาสเกตบอล ตะกร้อ","40","03","2563","","2020-05-27","2021-04-29"
"6","โรงเรียนสามัคคีสงเคราะห์","ชุมชนโรงหมู ถ. อาจณรงค์","1033","c","1","21","","","บาทหลวงชัชวาล  ศุภลักษณ์","บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน","50","03","2563","","2020-05-27","2021-04-29"
"5","ริมคลองพระโขนง","ริมทางรถไฟปากน้ำเก่า","1033","b","2","340.75","","","นายเสรี  ขวัญเมือง","ฟุตบอล บาสเกตบอล ตะกร้อ วอลเล่ย์บอล แบดมินตัน สนามเด็กเล่น","70","03","2563","","2020-05-27","2021-04-29"
"4","โรงเรียนวัดสะพาน","ถ.ริมทางรถไฟสายปากน้ำ","1033","c","1","150","","","ผ.อ.บุญมี  สกุลแก้ว","ฟุตบอล วอลเล่ย์บอล แบดมินตัน","70","03","2563","","2020-05-27","2021-04-29"
"3","โรงหมู (ลาน 1)","ตรอกโรงหมู ถ.อาจณรงค์","1033","a","2","1000","","","นายสุภาพ  วงษ์สวัสดิ์","ฟุตบอล ตะกร้อ วอลเล่ย์บอล","40","03","2563","","2020-05-27","2021-04-29"
"2","วัดคลองเตยใน 3","ชุมชนวัดคลองเตยใน 3 ถ. ณ ระนอง","1033","a","2","630","จัดตั้ง 20 ธ.ค.43","","นายมนูย  ชูศิริรักษ์","ฟุตบอล บาสเกตบอล วิ่ง ตะกร้อ  แบดมินตัน แอโรบิค วอลเล่ย์บอล สนามเด็กเล่น","80","03","2563","","2020-05-27","2021-04-29"
"1","ลานกีฬากลางคลองเตย (ศูนย์เยาวชนคลองเตย)","ถ. อาจณรงค์","1033","a","3","2167.31","","","","ฟุตบอล บาสเกตบอล วิ่ง วอลเล่ย์บอลตะกร้อ ว่ายน้ำ แบดมินตัน เทเบิลเทนนิส สนามเด็กเล่น","150","03","2563","","2020-05-27","2021-04-29"
